Institutions,Discipline,Cluster
UTAH SYSTEM OF HIGHER EDUCATION,merged_all,1
BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS),merged_all,1
HOWARD HUGHES MEDICAL INSTITUTE,merged_all,1
AIX-MARSEILLE UNIVERSITE,merged_all,1
UNIVERSITE DE BORDEAUX,merged_all,1
NATIONAL AGRICULTURE & FOOD RESEARCH ORGANIZATION - JAPAN,merged_all,1
UNIVERSITY OF LONDON ROYAL VETERINARY COLLEGE,merged_all,1
NORTHEAST AGRICULTURAL UNIVERSITY - CHINA,merged_all,1
UNIVERSIDADE FEDERAL DO PARANA,merged_all,1
HENAN AGRICULTURAL UNIVERSITY,merged_all,1
HUN-REN,merged_all,1
NORWEGIAN UNIVERSITY OF LIFE SCIENCES,merged_all,1
PEKING UNIVERSITY,merged_all,1
UNIVERSITY OF TEHRAN,merged_all,1
UNIVERSITY OF GOTHENBURG,merged_all,1
LOUISIANA STATE UNIVERSITY SYSTEM,merged_all,1
INSTITUTE OF MARINE RESEARCH - NORWAY,merged_all,1
DEPARTMENT OF PRIMARY INDUSTRIES & REGIONAL DEVELOPMENT NSW,merged_all,1
UNIVERSITY OF SOUTH BOHEMIA CESKE BUDEJOVICE,merged_all,1
RUTGERS UNIVERSITY SYSTEM,merged_all,1
NATIONAL UNIVERSITY OF SINGAPORE,merged_all,1
ANHUI AGRICULTURAL UNIVERSITY,merged_all,1
HEBREW UNIVERSITY OF JERUSALEM,merged_all,1
RUTGERS UNIVERSITY NEW BRUNSWICK,merged_all,1
UNIV CLERMONT AUVERGNE ASSOC,merged_all,1
WESTERN SYDNEY UNIVERSITY,merged_all,1
UNIVERSITY OF BUENOS AIRES,merged_all,1
UNIVERSITY OF KENTUCKY,merged_all,1
LOUISIANA STATE UNIVERSITY,merged_all,1
UPPSALA UNIVERSITY,merged_all,1
STELLENBOSCH UNIVERSITY,merged_all,1
UNIVERSITY OF GLASGOW,merged_all,1
"INSTITUTE OF MICROBIOLOGY, CAS",merged_all,1
FISHERIES & OCEANS CANADA,merged_all,1
UNIVERSITY OF COLOGNE,merged_all,1
SHANGHAI JIAO TONG UNIVERSITY,merged_all,1
PALACKY UNIVERSITY OLOMOUC,merged_all,1
GUIZHOU UNIVERSITY,merged_all,1
PRES EUROPEAN UNIV BRETAGNE,merged_all,1
IRTA,merged_all,1
UNIVERSITY OF NEW SOUTH WALES SYDNEY,merged_all,1
CZECH UNIVERSITY OF LIFE SCIENCES PRAGUE,merged_all,1
UNIVERSITY OF ARKANSAS SYSTEM,merged_all,1
NAGOYA UNIVERSITY,merged_all,1
UNIVERSITY OF PENNSYLVANIA,merged_all,1
UNIVERSITY OF VETERINARY MEDICINE VIENNA,merged_all,1
UNIVERSITY OF MURCIA,merged_all,1
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,merged_all,1
UNIVERSITY OF LIVERPOOL,merged_all,1
NORTHEAST FORESTRY UNIVERSITY - CHINA,merged_all,1
UNIVERSIDADE FEDERAL DE MINAS GERAIS,merged_all,1
YALE UNIVERSITY,merged_all,1
KU LEUVEN,merged_all,1
ZAGAZIG UNIVERSITY,merged_all,1
NATIONAL TAIWAN UNIVERSITY,merged_all,1
UNIVERSITY OF LIEGE,merged_all,1
UMEA UNIVERSITY,merged_all,1
SENCKENBERG GESELLSCHAFT FUR NATURFORSCHUNG (SGN),merged_all,1
SHANGHAI OCEAN UNIVERSITY,merged_all,1
UNIVERSITY OF TARTU,merged_all,1
NATURAL RESOURCES INSTITUTE FINLAND (LUKE),merged_all,1
UNIVERSITAT POLITECNICA DE VALENCIA,merged_all,1
UNIVERSITY OF CAPE TOWN,merged_all,1
LUND UNIVERSITY,merged_all,1
HAINAN UNIVERSITY,merged_all,1
UNIVERSITY OF QUEBEC,merged_all,1
UNIVERSITY OF LEEDS,merged_all,1
IMPERIAL COLLEGE LONDON,merged_all,1
UNIVERSITE DE LORRAINE,merged_all,1
LANZHOU UNIVERSITY,merged_all,1
UNIVERSIDADE ESTADUAL DE CAMPINAS,merged_all,1
UNIVERSITY OF TEXAS AUSTIN,merged_all,1
COMPLUTENSE UNIVERSITY OF MADRID,merged_all,1
UNIVERSITY OF LAUSANNE,merged_all,1
MISSISSIPPI STATE UNIVERSITY,merged_all,1
UNIVERSITY OF MASSACHUSETTS AMHERST,merged_all,1
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,merged_all,1
UNIVERSITY OF ARKANSAS FAYETTEVILLE,merged_all,1
KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,merged_all,1
CEA,merged_all,1
ZHEJIANG A&F UNIVERSITY,merged_all,1
MASSEY UNIVERSITY,merged_all,1
LAVAL UNIVERSITY,merged_all,1
UNIVERSITY OF FLORENCE,merged_all,1
LA TROBE UNIVERSITY,merged_all,1
JIANGSU ACADEMY OF AGRICULTURAL SCIENCES,merged_all,1
LOMONOSOV MOSCOW STATE UNIVERSITY,merged_all,1
INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),merged_all,1
ROTHAMSTED RESEARCH,merged_all,1
"INSTITUTE OF PLANT PROTECTION, CAAS",merged_all,1
MARTIN LUTHER UNIVERSITY HALLE WITTENBERG,merged_all,1
ROYAL NETHERLANDS ACADEMY OF ARTS & SCIENCES,merged_all,1
VOLCANI INSTITUTE OF AGRICULTURAL RESEARCH,merged_all,1
UNIVERSITY OF CALIFORNIA LOS ANGELES,merged_all,1
DALHOUSIE UNIVERSITY,merged_all,1
UNIVERSIDADE FEDERAL DE PERNAMBUCO,merged_all,1
UNIVERSITY OF IDAHO,merged_all,1
UNIVERSITY OF ST ANDREWS,merged_all,1
HENAN UNIVERSITY,merged_all,1
UT INSTITUTE OF AGRICULTURE,merged_all,1
SMITHSONIAN TROPICAL RESEARCH INSTITUTE,merged_all,1
"SOUTH CHINA BOTANICAL GARDEN, CAS",merged_all,1
UNIVERSITY OF AUCKLAND,merged_all,1
QINGDAO AGRICULTURAL UNIVERSITY,merged_all,1
ISLAMIC AZAD UNIVERSITY,merged_all,1
UNIVERSITE CLAUDE BERNARD LYON 1,merged_all,1
UNIVERSITY OF SHEFFIELD,merged_all,1
UNIVERSITY OF CALIFORNIA SANTA CRUZ,merged_all,1
MONASH UNIVERSITY,merged_all,1
WARSAW UNIVERSITY OF LIFE SCIENCES,merged_all,1
NATURALIS BIODIVERSITY CENTER,merged_all,1
ALEXANDRIA UNIVERSITY,merged_all,1
JAMES HUTTON INSTITUTE,merged_all,1
HUMBOLDT UNIVERSITY OF BERLIN,merged_all,1
LEIBNIZ INSTITUT FUR PFLANZENGENETIK UND KULTURPFLANZENFORSCHUNG,merged_all,1
OKAYAMA UNIVERSITY,merged_all,1
UNIVERSITY OF HAWAII MANOA,merged_all,1
GUANGDONG LABORATORY FOR LINGNAN MODERN AGRICULTURE,merged_all,1
CONSIGLIO PER LA RICERCA IN AGRICOLTURA E L'ANALISI DELL'ECONOMIA AGRARIA (CREA),merged_all,1
KAFRELSHEIKH UNIVERSITY,merged_all,1
STOCKHOLM UNIVERSITY,merged_all,1
US DEPT HLTH HUMAN SERVICES,merged_all,1
SHENYANG AGRICULTURAL UNIVERSITY,merged_all,1
CHONNAM NATIONAL UNIVERSITY,merged_all,1
UNIVERSITE FEDERALE TOULOUSE MIDI-PYRENEES (COMUE),merged_all,1
UNIVERSITE DE MONTREAL,merged_all,1
MCGILL UNIVERSITY,merged_all,1
UNIVERSITY OF ABERDEEN,merged_all,1
"XISHUANGBANNA TROPICAL BOTANICAL GARDEN, CAS",merged_all,1
ACADEMIA SINICA - TAIWAN,merged_all,1
UNIVERSIDAD DE CORDOBA,merged_all,1
SAPIENZA UNIVERSITY ROME,merged_all,1
OKLAHOMA STATE UNIVERSITY SYSTEM,merged_all,1
UNIVERSIDAD POLITECNICA DE MADRID,merged_all,1
UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,merged_all,1
UNIVERSITY OF CALIFORNIA SANTA BARBARA,merged_all,1
ICAR - INDIAN AGRICULTURAL RESEARCH INSTITUTE,merged_all,1
JAPAN SCIENCE & TECHNOLOGY AGENCY (JST),merged_all,1
GERMAN RESEARCH FOUNDATION (DFG),merged_all,1
GERMAN CENTRE FOR INTEGRATIVE BIODIVERSITY RESEARCH (IDIV),merged_all,1
CAIRO UNIVERSITY,merged_all,1
TOHOKU UNIVERSITY,merged_all,1
UNIVERSITY OF EAST ANGLIA,merged_all,1
NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU),merged_all,1
UNIVERSITY OF CONNECTICUT,merged_all,1
OKLAHOMA STATE UNIVERSITY - STILLWATER,merged_all,1
UNIVERSITY COLLEGE LONDON,merged_all,1
LEIDEN UNIVERSITY,merged_all,1
UNIVERSITY OF BERGEN,merged_all,1
HEINRICH HEINE UNIVERSITY DUSSELDORF,merged_all,1
UNIVERSIDADE FEDERAL DE LAVRAS,merged_all,1
SWISS FEDERAL RESEARCH STATION AGROSCOPE,merged_all,1
LEIDEN UNIVERSITY - EXCL LUMC,merged_all,1
INSTITUTE OF EXPERIMENTAL BOTANY OF THE CZECH ACADEMY OF SCIENCES,merged_all,1
AGRICULTURAL RESEARCH CENTER - EGYPT,merged_all,1
CSIRO AGRICULTURE & FOOD,merged_all,1
BOYCE THOMPSON INSTITUTE FOR PLANT RESEARCH,merged_all,1
UNIVERSITY OF OSLO,merged_all,1
ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,merged_all,1
UNIVERSITI PUTRA MALAYSIA,merged_all,1
GUANGXI UNIVERSITY,merged_all,1
INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID-TROPICS (ICRISAT),merged_all,1
UNIVERSITY OF HAMBURG,merged_all,1
UNIVERSITY COLLEGE DUBLIN,merged_all,1
MASARYK UNIVERSITY BRNO,merged_all,1
UNIVERSITY OF COLORADO SYSTEM,merged_all,1
INSTITUTE OF BOTANY OF THE CZECH ACADEMY OF SCIENCES,merged_all,1
LANDCARE RESEARCH - NEW ZEALAND,merged_all,1
FIELD MUSEUM OF NATURAL HISTORY (CHICAGO),merged_all,1
INTERNATIONAL MAIZE & WHEAT IMPROVEMENT CENTER (CIMMYT),merged_all,1
NATURAL RESOURCES CANADA,merged_all,1
UIT THE ARCTIC UNIVERSITY OF TROMSO,merged_all,1
UNIVERSITY OF MAINE SYSTEM,merged_all,1
"RURAL DEVELOPMENT ADMINISTRATION (RDA), REPUBLIC OF KOREA",merged_all,1
KING ABDULAZIZ UNIVERSITY,merged_all,1
UNIVERSITY HOHENHEIM,merged_all,1
ARIZONA STATE UNIVERSITY,merged_all,1
UNIVERSITY OF BELGRADE,merged_all,1
UNIV CONFEDERALE LEONARD DE VINCI,merged_all,1
UNIVERSITY OF MANITOBA,merged_all,1
"INSTITUTE OF HYDROBIOLOGY, CAS",merged_all,1
"INSTITUTE OF OCEANOLOGY, CAS",merged_all,1
UNIVERSITY OF NEW ENGLAND,merged_all,1
DEAKIN UNIVERSITY,merged_all,1
UNIVERSITY OF KWAZULU NATAL,merged_all,1
EBERHARD KARLS UNIVERSITY OF TUBINGEN,merged_all,1
EAST CHINA NORMAL UNIVERSITY,merged_all,1
UNIVERSITE PAUL-VALERY,merged_all,1
JUSTUS LIEBIG UNIVERSITY GIESSEN,merged_all,1
TSINGHUA UNIVERSITY,merged_all,1
TEL AVIV UNIVERSITY,merged_all,1
TUSCIA UNIVERSITY,merged_all,1
UNIVERSITY OF MAINE ORONO,merged_all,1
UNIVERSITY OF KIEL,merged_all,1
UNIVERSIDADE DE AVEIRO,merged_all,1
GUANGDONG OCEAN UNIVERSITY,merged_all,1
UNIVERSIDADE FEDERAL DE SANTA CATARINA (UFSC),merged_all,1
UNIVERSITY OF VETERINARY MEDICINE HANNOVER,merged_all,1
INSTITUTO POLITECNICO NACIONAL - MEXICO,merged_all,1
UNIVERSIDADE DE BRASILIA,merged_all,1
WESTERDIJK FUNGAL BIODIVERS INST,merged_all,1
UNIVERSITY OF ANTWERP,merged_all,1
UNIVERSITY OF VALENCIA,merged_all,1
UNIVERSITY OF PERUGIA,merged_all,1
SHANDONG UNIVERSITY,merged_all,1
UNIVERSITY OF MANCHESTER,merged_all,1
DONALD DANFORTH PLANT SCIENCE CENTER,merged_all,1
UNIVERSITY OF WURZBURG,merged_all,1
JAGIELLONIAN UNIVERSITY,merged_all,1
UNIVERSITY OF CALGARY,merged_all,1
UNIVERSITY OF TSUKUBA,merged_all,1
FRIEDRICH SCHILLER UNIVERSITY OF JENA,merged_all,1
SCRIPPS INSTITUTION OF OCEANOGRAPHY,merged_all,1
NATIONAL CHUNG HSING UNIVERSITY,merged_all,1
ARIZONA STATE UNIVERSITY-TEMPE,merged_all,1
JILIN AGRICULTURAL UNIVERSITY,merged_all,1
INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA),merged_all,1
LAWRENCE BERKELEY NATIONAL LABORATORY,merged_all,1
UNIVERSITY OF LJUBLJANA,merged_all,1
POZNAN UNIVERSITY OF LIFE SCIENCES,merged_all,1
CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES,merged_all,1
WOODS HOLE OCEANOGRAPHIC INSTITUTION,merged_all,1
WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO),merged_all,1
SHANDONG ACADEMY OF AGRICULTURAL SCIENCES,merged_all,1
UNIVERSITY OF TURKU,merged_all,1
UNIVERSITY OF STIRLING,merged_all,1
GRIFFITH UNIVERSITY,merged_all,1
INDIANA UNIVERSITY SYSTEM,merged_all,1
NINGBO UNIVERSITY,merged_all,1
"ALFRED WEGENER INSTITUTE, HELMHOLTZ CENTRE FOR POLAR & MARINE RESEARCH",merged_all,1
UTAH STATE UNIVERSITY,merged_all,1
NATIONAL AERONAUTICS & SPACE ADMINISTRATION (NASA),merged_all,1
NATIONAL SCIENCE & TECHNOLOGY DEVELOPMENT AGENCY - THAILAND,merged_all,1
UNIVERSITE COTE D'AZUR,merged_all,1
CENTRO DE INVESTIGACION ECOLOGICA Y APLICACIONES FORESTALES (CREAF-CERCA),merged_all,1
NATIONAL UNIVERSITY OF LA PLATA,merged_all,1
BIOLOGY CENTRE OF THE CZECH ACADEMY OF SCIENCES,merged_all,1
"INSTITUTE OF ZOOLOGY, CAS",merged_all,1
UNIVERSITY OF COLORADO BOULDER,merged_all,1
SHANDONG NORMAL UNIVERSITY,merged_all,1
NATIONAL INSTITUTE OF PLANT GENOME RESEARCH (NIPGR),merged_all,1
KASETSART UNIVERSITY,merged_all,1
ESTONIAN UNIVERSITY OF LIFE SCIENCES,merged_all,1
ARISTOTLE UNIVERSITY OF THESSALONIKI,merged_all,1
YANGTZE UNIVERSITY,merged_all,1
US FISH & WILDLIFE SERVICE,merged_all,1
MINIST EDUC,merged_all,1
FOOD & AGRICULTURE ORGANIZATION OF THE UNITED NATIONS (FAO),merged_all,1
GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES,merged_all,1
FLINDERS UNIVERSITY SOUTH AUSTRALIA,merged_all,1
INTERNATIONAL RICE RESEARCH INSTITUTE (IRRI),merged_all,1
KYUNGPOOK NATIONAL UNIVERSITY (KNU),merged_all,1
NATIONAL RESEARCH FOUNDATION - SOUTH AFRICA,merged_all,1
SICHUAN UNIVERSITY,merged_all,1
UNIVERSITY OF SOUTHAMPTON,merged_all,1
UNIVERSITY OF GRONINGEN,merged_all,1
SHANXI AGRICULTURAL UNIVERSITY,merged_all,1
INSTITUTO NACIONAL INVESTIGACION TECNOLOGIA AGRARIA ALIMENTARIA (INIA),merged_all,1
RADBOUD UNIVERSITY NIJMEGEN,merged_all,1
UNIVERSITE CLERMONT AUVERGNE (UCA),merged_all,1
UNIVERSITE DE BRETAGNE OCCIDENTALE,merged_all,1
JIANGXI AGRICULTURAL UNIVERSITY,merged_all,1
UNIVERSITE DE RENNES,merged_all,1
CANADIAN FOREST SERVICE,merged_all,1
FUDAN UNIVERSITY,merged_all,1
XIAMEN UNIVERSITY,merged_all,1
UNIVERSITY OF ZAGREB,merged_all,1
NATIONAL CENTER GENETIC ENGINEERING & BIOTECHNOLOGY (BIOTEC),merged_all,1
AUSTRALIAN RESEARCH COUNCIL,merged_all,1
LEIBNIZ INSTITUT FUR GEWASSEROKOLOGIE UND BINNENFISCHEREI (IGB),merged_all,1
UNIVERSIDAD AUSTRAL DE CHILE,merged_all,1
GOVERNMENT COLLEGE UNIVERSITY FAISALABAD,merged_all,1
"WUHAN BOTANICAL GARDEN, CAS",merged_all,1
HEBEI AGRICULTURAL UNIVERSITY,merged_all,1
CURTIN UNIVERSITY,merged_all,1
UNIVERSITE CATHOLIQUE LOUVAIN,merged_all,1
UNIV NANTES ANGERS LE MANS,merged_all,1
LANCASTER UNIVERSITY,merged_all,1
CLEMSON UNIVERSITY,merged_all,1
NEW ZEALAND INSTITUTE FOR PLANT & FOOD RESEARCH LTD,merged_all,1
UNIVERSITY OF SEVILLA,merged_all,1
UNIVERSITY OF ALASKA SYSTEM,merged_all,1
INDIANA UNIVERSITY BLOOMINGTON,merged_all,1
TARBIAT MODARES UNIVERSITY,merged_all,1
CHINESE UNIVERSITY OF HONG KONG,merged_all,1
UNIV PARIS EST COMUE,merged_all,1
OAK RIDGE NATIONAL LABORATORY,merged_all,1
ADAM MICKIEWICZ UNIVERSITY,merged_all,1
UNIVERSITY OF PALERMO,merged_all,1
ISTITUTO PER LA PROTEZIONE SOSTENIBILE DELLE PIANTE (IPSP-CNR),merged_all,1
CARLETON UNIVERSITY,merged_all,1
UNIVERSITY OF POTSDAM,merged_all,1
UNIV BOURGOGNE FRANCHE-COMTE COMUE,merged_all,1
UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES,merged_all,1
NEWCASTLE UNIVERSITY - UK,merged_all,1
UNIVERSITY OF KANSAS,merged_all,1
UNIVERSITY OF BASEL,merged_all,1
UNIVERSIDAD DE CHILE,merged_all,1
COMMUNAUTE UNIVERSITE GRENOBLE ALPES,merged_all,1
UNIVERSITE GRENOBLE ALPES (UGA),merged_all,1
GEOMAR HELMHOLTZ CENTER FOR OCEAN RESEARCH KIEL,merged_all,1
KYUSHU UNIVERSITY,merged_all,1
WASHINGTON UNIVERSITY (WUSTL),merged_all,1
UNIVERSITY OF CATANIA,merged_all,1
UNIVERSITY OF OTAGO,merged_all,1
UNIVERSITY OF DELHI,merged_all,1
UNIVERSIDADE DO ALGARVE,merged_all,1
INSTITUTE NACIONAL DE PESQUISAS DA AMAZONIA,merged_all,1
UNIVERSITY OF MIAMI,merged_all,1
CENTRE FOR ENVIRONMENT FISHERIES & AQUACULTURE SCIENCE,merged_all,1
GOETHE UNIVERSITY FRANKFURT,merged_all,1
UNIVERSIDAD DE CONCEPCION,merged_all,1
UNIVERSITY OF YORK - UK,merged_all,1
"CHINA NATIONAL RICE RESEARCH INSTITUTE, CAAS",merged_all,1
UNIVERSITY OF MONTANA,merged_all,1
UNIVERSITY OF MONTANA SYSTEM,merged_all,1
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO (UFRPE),merged_all,1
UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM),merged_all,1
FONDAZIONE EDMUND MACH,merged_all,1
UNIVERSIDADE FEDERAL DE GOIAS,merged_all,1
GANSU AGRICULTURAL UNIVERSITY,merged_all,1
KOBE UNIVERSITY,merged_all,1
UNIVERSITE DE STRASBOURG,merged_all,1
MENDEL UNIVERSITY IN BRNO,merged_all,1
VETAGRO SUP,merged_all,1
MISSOURI BOTANICAL GARDENS,merged_all,1
LEIPZIG UNIVERSITY,merged_all,1
UNIVERSITY OF KONSTANZ,merged_all,1
CNRS - NATIONAL INSTITUTE FOR EARTH SCIENCES & ASTRONOMY (INSU),merged_all,1
UNIVERSITY OF NORTH TEXAS SYSTEM,merged_all,1
UNIVERSITY OF NEUCHATEL,merged_all,1
CSIC - ESTACION BIOLOGICA DE DONANA (EBD),merged_all,1
UNIVERSITY OF NORTH TEXAS DENTON,merged_all,1
UNIVERSITY OF MUNSTER,merged_all,1
UNIVERSIDAD DE MALAGA,merged_all,1
BAYER AG,merged_all,1
WUHAN UNIVERSITY,merged_all,1
UNIVERSITY OF GENEVA,merged_all,1
PRINCETON UNIVERSITY,merged_all,1
INSTITUTO DE ECOLOGIA - MEXICO,merged_all,1
YUNNAN UNIVERSITY,merged_all,1
RESEARCH CENTER JULICH,merged_all,1
ENVIRONMENT & CLIMATE CHANGE CANADA,merged_all,1
AGROCAMPUS OUEST,merged_all,1
UNIVERSITY OF ALASKA FAIRBANKS,merged_all,1
UNIVERSIDADE DE COIMBRA,merged_all,1
UNIVERSITY OF INNSBRUCK,merged_all,1
UNIVERSITY OF READING,merged_all,1
GORGAN UNIVERSITY OF AGRICULTURAL SCIENCES & NATURAL RESOURCES,merged_all,1
UNIVERSITY OF AGRICULTURE IN KRAKOW,merged_all,1
TEXAS TECH UNIVERSITY SYSTEM,merged_all,1
CHULALONGKORN UNIVERSITY,merged_all,1
NEVADA SYSTEM OF HIGHER EDUCATION (NSHE),merged_all,1
GUIZHOU ACADEMY OF AGRICULTURAL SCIENCES,merged_all,1
HUNGARIAN ACADEMY OF SCIENCES,merged_all,1
NORWEGIAN INSTITUTE NATURE RESEARCH,merged_all,1
UNIVERSITY OF EASTERN FINLAND,merged_all,1
SOUTH CHINA NORMAL UNIVERSITY,merged_all,1
SIMON FRASER UNIVERSITY,merged_all,1
AUSTRALIAN INSTITUTE OF MARINE SCIENCE,merged_all,1
UNIVERSITY OF TECHNOLOGY SYDNEY,merged_all,1
NERC NATIONAL OCEANOGRAPHY CENTRE,merged_all,1
TEXAS TECH UNIVERSITY,merged_all,1
UNIVERSITY OF BIRMINGHAM,merged_all,1
GYEONGSANG NATIONAL UNIVERSITY,merged_all,1
CSIC - ESTACION EXPERIMENTAL DEL ZAIDIN (EEZ),merged_all,1
FLORIDA INTERNATIONAL UNIVERSITY,merged_all,1
FRIEDRICH LOEFFLER INSTITUTE,merged_all,1
RUPRECHT KARLS UNIVERSITY HEIDELBERG,merged_all,1
QUEENS UNIVERSITY BELFAST,merged_all,1
STONY BROOK UNIVERSITY,merged_all,1
UNIVERSITAT DE LES ILLES BALEARS,merged_all,1
BULGARIAN ACADEMY OF SCIENCES,merged_all,1
BANARAS HINDU UNIVERSITY (BHU),merged_all,1
SLOVAK ACADEMY OF SCIENCES,merged_all,1
NORWEGIAN INSTITUTE OF BIOECONOMY RESEARCH,merged_all,1
HELLENIC CENTRE FOR MARINE RESEARCH,merged_all,1
ABERYSTWYTH UNIVERSITY,merged_all,1
ALIGARH MUSLIM UNIVERSITY,merged_all,1
VIETNAM ACADEMY OF SCIENCE & TECHNOLOGY (VAST),merged_all,1
NARA INSTITUTE OF SCIENCE & TECHNOLOGY,merged_all,1
JAPAN FISHERIES RESEARCH & EDUCATION AGENCY (FRA),merged_all,1
NATIONAL INSTITUTE OF WATER & ATMOSPHERIC RESEARCH (NIWA) - NEW ZEALAND,merged_all,1
CENT VAL LOIRE COMUE,merged_all,1
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,merged_all,1
UNIVERSIDADE ESTADUAL DE MARINGA,merged_all,1
MAHIDOL UNIVERSITY,merged_all,1
SHANGHAI NORMAL UNIVERSITY,merged_all,1
SPANISH INSTITUTE OF OCEANOGRAPHY,merged_all,1
UNIVERSITY OF MESSINA,merged_all,1
AMERICAN MUSEUM OF NATURAL HISTORY (AMNH),merged_all,1
UNIVERSITY OF PLYMOUTH,merged_all,1
ROSLIN INSTITUTE,merged_all,1
"KOMAROV BOTANICAL INSTITUTE, RUSSIAN ACADEMY OF SCIENCES",merged_all,1
NORTH DAKOTA STATE UNIVERSITY FARGO,merged_all,1
"UNIVERSIDAD DE LA REPUBLICA, URUGUAY",merged_all,1
MEMORIAL UNIVERSITY NEWFOUNDLAND,merged_all,1
YUNNAN AGRICULTURAL UNIVERSITY,merged_all,1
UNIVERSITY OF SASSARI,merged_all,1
"INSTITUTE OF COTTON RESEARCH, CAAS",merged_all,1
CHARLES STURT UNIVERSITY,merged_all,1
UNIVERSITY OF BAYREUTH,merged_all,1
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,merged_all,1
NORTHERN ARIZONA UNIVERSITY,merged_all,1
BAHAUDDIN ZAKARIYA UNIVERSITY,merged_all,1
MINIST AGR & RURAL AFFAIRS,merged_all,1
TARTU UNIVERSITY INSTITUTE OF ECOLOGY & EARTH SCIENCES,merged_all,1
AGRICULTURAL UNIVERSITY OF ATHENS,merged_all,1
UNIVERSITY OF WARWICK,merged_all,1
CSIC-UPV - INSTITUTO DE BIOLOGIA MOLECULAR Y CELULAR DE PLANTAS (IBMCP),merged_all,1
QUAID I AZAM UNIVERSITY,merged_all,1
ACADEMY OF SCIENTIFIC & INNOVATIVE RESEARCH (ACSIR),merged_all,1
"INSTITUTE OF VEGETABLES & FLOWERS, CAAS",merged_all,1
UNIVERSITY OF DUNDEE,merged_all,1
UNIVERSITY OF WARMIA & MAZURY,merged_all,1
UNIVERSITAT DE LLEIDA,merged_all,1
UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,merged_all,1
"INSTITUTE OF ANIMAL SCIENCE, CAAS",merged_all,1
MONTANA STATE UNIVERSITY BOZEMAN,merged_all,1
MONTANA STATE UNIVERSITY SYSTEM,merged_all,1
COLUMBIA UNIVERSITY,merged_all,1
MANSOURA UNIVERSITY,merged_all,1
UNIVERSITY SYSTEM OF NEW HAMPSHIRE,merged_all,1
UNIVERSITY OF BIELEFELD,merged_all,1
UNIVERSITY OF THE SUNSHINE COAST,merged_all,1
UNIVERSIDADE FEDERAL DO PARA,merged_all,1
UNIVERSITY OF DELAWARE,merged_all,1
CENTRE DE RECERCA EN AGRIGENOMICA (CRAG),merged_all,1
UNIVERSIDAD NACIONAL DE COLOMBIA,merged_all,1
NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW),merged_all,1
NOBLE RESEARCH INSTITUTE,merged_all,1
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),merged_all,1
UK CENTRE FOR ECOLOGY & HYDROLOGY (UKCEH),merged_all,1
DURHAM UNIVERSITY,merged_all,1
ZHONGKAI UNIVERSITY OF AGRICULTURE & ENGINEERING,merged_all,1
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,merged_all,1
UNIVERSIDADE FEDERAL DA BAHIA,merged_all,1
UNIVERSIDADE DE VIGO,merged_all,1
HUN-REN CENTRE FOR AGRICULTURAL RESEARCH,merged_all,1
HELMHOLTZ-CENTER MUNICH - GERMAN RESEARCH CENTER FOR ENVIRONMENTAL HEALTH,merged_all,1
MINISTRY OF NATURAL RESOURCES OF THE PEOPLE'S REPUBLIC OF CHINA,merged_all,1
FUNDACAO OSWALDO CRUZ,merged_all,1
EOTVOS LORAND UNIVERSITY,merged_all,1
UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA,merged_all,1
UNIVERSITY OF NEVADA RENO,merged_all,1
UNIVERSIDADE FEDERAL DO RIO GRANDE,merged_all,1
UNIVERSITE BOURGOGNE EUROPE,merged_all,1
UNIVERSITY OF UTAH,merged_all,1
FAHRENHEIT UNIVERSITIES,merged_all,1
UNIVERSITY OF MAURITIUS,merged_all,1
RWTH AACHEN UNIVERSITY,merged_all,1
UNIVERSITY OF NEW HAMPSHIRE,merged_all,1
KONKUK UNIVERSITY,merged_all,1
UNIV LILLE NORD FRANCE COMUE,merged_all,1
FLORIDA STATE UNIVERSITY,merged_all,1
UNIVERSITY OF GRANADA,merged_all,1
UNIVERSITY OF VICTORIA,merged_all,1
